Date,Close
2020-11-04 00:00:00-03:00,94.16000366210938
2020-11-05 00:00:00-03:00,96.94999694824219
2020-11-06 00:00:00-03:00,97.19000244140625
2020-11-09 00:00:00-03:00,99.5
2020-11-10 00:00:00-03:00,101.0
2020-11-11 00:00:00-03:00,100.88999938964844
2020-11-12 00:00:00-03:00,98.69999694824219
2020-11-13 00:00:00-03:00,100.83000183105469
2020-11-16 00:00:00-03:00,102.51000213623047
2020-11-17 00:00:00-03:00,103.0999984741211
2020-11-18 00:00:00-03:00,101.91999816894531
2020-11-19 00:00:00-03:00,102.7300033569336
2020-11-23 00:00:00-03:00,103.27999877929688
2020-11-24 00:00:00-03:00,105.72000122070312
2020-11-25 00:00:00-03:00,105.83000183105469
2020-11-26 00:00:00-03:00,106.0199966430664
2020-11-27 00:00:00-03:00,106.44000244140625
2020-11-30 00:00:00-03:00,105.0
2020-12-01 00:00:00-03:00,107.05000305175781
2020-12-02 00:00:00-03:00,107.75
2020-12-03 00:00:00-03:00,108.1500015258789
2020-12-04 00:00:00-03:00,109.43000030517578
2020-12-07 00:00:00-03:00,109.30999755859375
2020-12-08 00:00:00-03:00,109.44000244140625
2020-12-09 00:00:00-03:00,108.7699966430664
2020-12-10 00:00:00-03:00,110.69999694824219
2020-12-11 00:00:00-03:00,110.79000091552734
